timestamp,device_id,device_type,flow_duration_mean,packet_rate,byte_volume,port_entropy,unique_dest_ips,tcp_ratio,udp_ratio,iat_mean,iat_std,source_device,target_device
2026-03-03T21:03:00Z,thermostat-03,thermostat,0.5409,5.5281,8308.34,0.5089,1,0.8547,0.1453,0.2943,0.0119,thermostat-03,router-02
2026-03-02T18:57:00Z,nvr-01,nvr,1.0359,21.5213,37040.06,1.3288,5,0.7811,0.2189,0.1787,0.0114,nvr-01,thermostat-03
2026-03-03T17:36:00Z,thermostat-03,thermostat,0.5184,6.3174,7456.78,0.5243,2,0.8684,0.1316,0.2452,0.0108,thermostat-03,nvr-01
2026-03-01T06:05:00Z,cam-001,camera,1.1252,53.4514,81641.67,2.0136,9,0.6518,0.3482,0.0832,0.0310,cam-001,thermostat-03
2026-03-01T01:45:00Z,cam-001,camera,1.3691,51.4572,88605.23,2.4489,8,0.6559,0.3441,0.0776,0.0300,cam-001,cam-001
2026-03-03T02:18:00Z,nvr-01,nvr,0.8603,18.9393,30731.31,1.2151,3,0.7740,0.2260,0.2253,0.0143,nvr-01,cam-001
2026-03-02T09:56:00Z,router-02,router,0.7565,29.9718,45826.45,1.7981,9,0.6879,0.3121,0.1322,0.0170,router-02,nvr-01
2026-03-04T07:33:00Z,plc-09,plc,0.6509,13.4989,18121.50,0.9908,2,0.9342,0.0658,0.2419,0.0127,plc-09,router-02
2026-03-02T00:04:00Z,sensor-007,sensor,0.3601,2.6949,1143.72,0.1413,3,0.9161,0.0839,0.3537,0.0103,sensor-007,plc-09
2026-03-02T12:08:00Z,router-02,router,0.7479,29.5825,53067.33,1.9203,10,0.7229,0.2771,0.1635,0.0172,router-02,sensor-007
2026-03-03T09:06:00Z,access-ctrl-01,access_controller,0.6023,9.0238,13331.17,0.6212,1,0.8741,0.1259,0.2346,0.0082,access-ctrl-01,router-02
2026-03-02T20:56:00Z,nvr-01,nvr,1.0013,20.9876,47776.78,1.3083,6,0.8207,0.1793,0.1820,0.0134,nvr-01,access-ctrl-01
2026-03-01T21:58:00Z,sensor-007,sensor,0.3728,2.9953,1366.04,0.1550,1,0.9052,0.0948,0.3083,0.0115,sensor-007,nvr-01
2026-03-02T18:28:00Z,router-02,router,0.8103,33.5484,46660.52,1.9888,10,0.7511,0.2489,0.1539,0.0212,router-02,sensor-007
2026-03-01T15:25:00Z,sensor-007,sensor,0.4643,3.3449,1697.46,0.1664,2,0.9058,0.0942,0.3190,0.0102,sensor-007,router-02
2026-03-02T06:30:00Z,router-02,router,0.9249,54.5053,156594.49,3.3874,15,0.5823,0.4177,0.1287,0.0208,router-02,sensor-007
2026-03-03T02:46:00Z,nvr-01,nvr,0.8174,17.4950,37925.18,1.1494,5,0.8081,0.1919,0.2123,0.0125,nvr-01,router-02
2026-03-04T04:32:00Z,plc-09,plc,0.8105,15.0571,17673.10,1.1476,1,0.9390,0.0610,0.2071,0.0111,plc-09,nvr-01
2026-03-03T16:10:00Z,access-ctrl-01,access_controller,0.6079,7.6215,8587.33,0.5929,1,0.8930,0.1070,0.2772,0.0104,access-ctrl-01,plc-09
2026-03-03T11:49:00Z,access-ctrl-01,access_controller,0.5446,9.1740,10944.93,0.5289,4,0.8823,0.1177,0.2578,0.0107,access-ctrl-01,access-ctrl-01
2026-03-01T22:08:00Z,sensor-007,sensor,0.3981,2.8498,1575.28,0.1271,3,0.8996,0.1004,0.3388,0.0096,sensor-007,access-ctrl-01
2026-03-02T21:13:00Z,nvr-01,nvr,1.0433,21.3719,37620.75,1.2843,6,0.7829,0.2171,0.1748,0.0147,nvr-01,sensor-007
2026-03-03T07:15:00Z,access-ctrl-01,access_controller,0.6440,8.9876,11709.67,0.5727,2,0.8619,0.1381,0.2637,0.0077,access-ctrl-01,nvr-01
2026-03-02T12:55:00Z,router-02,router,0.7895,28.1585,41340.35,1.9236,8,0.7385,0.2615,0.1638,0.0198,router-02,access-ctrl-01
2026-03-03T18:07:00Z,thermostat-03,thermostat,0.5187,6.2889,8656.46,0.5582,2,0.8618,0.1382,0.2468,0.0143,thermostat-03,router-02
2026-03-04T09:49:00Z,plc-09,plc,0.6422,13.1422,13351.09,0.7848,1,0.9178,0.0822,0.2141,0.0138,plc-09,thermostat-03
2026-03-03T10:27:00Z,access-ctrl-01,access_controller,0.5523,9.3851,10434.18,0.6504,2,0.8866,0.1134,0.2284,0.0077,access-ctrl-01,plc-09
2026-03-01T10:50:00Z,cam-001,camera,1.1453,84.6671,130606.73,3.2399,12,0.4389,0.5611,0.0714,0.0280,cam-001,access-ctrl-01
2026-03-01T06:57:00Z,cam-001,camera,1.3374,55.5545,85318.05,2.0184,10,0.5984,0.4016,0.0807,0.0321,cam-001,cam-001
2026-03-04T05:00:00Z,plc-09,plc,0.6936,14.1281,18454.46,1.0048,3,0.9219,0.0781,0.1816,0.0113,plc-09,cam-001
2026-03-02T10:31:00Z,router-02,router,0.8041,31.4871,43916.78,1.8856,9,0.7077,0.2923,0.1508,0.0176,router-02,plc-09
2026-03-01T04:04:00Z,cam-001,camera,1.2132,97.0028,180842.12,4.0622,14,0.5065,0.4935,0.0631,0.0354,cam-001,router-02
2026-03-01T18:37:00Z,sensor-007,sensor,0.4798,3.2079,1698.20,0.1661,1,0.9015,0.0985,0.3179,0.0107,sensor-007,cam-001
2026-03-01T04:02:00Z,cam-001,camera,1.2705,59.5156,87290.64,2.4623,8,0.6459,0.3541,0.0746,0.0309,cam-001,sensor-007
2026-03-03T10:08:00Z,access-ctrl-01,access_controller,0.6101,8.4592,11152.45,0.6809,4,0.8694,0.1306,0.2556,0.0095,access-ctrl-01,cam-001
2026-03-01T13:53:00Z,cam-001,camera,1.2592,50.5969,91673.69,1.9357,9,0.6560,0.3440,0.0939,0.0246,cam-001,access-ctrl-01
2026-03-04T09:13:00Z,plc-09,plc,0.6388,10.9779,13332.65,0.8543,3,0.9332,0.0668,0.2298,0.0140,plc-09,cam-001
2026-03-04T07:07:00Z,plc-09,plc,0.6649,13.7343,14890.37,0.9055,5,0.9360,0.0640,0.2019,0.0145,plc-09,plc-09
2026-03-03T12:43:00Z,access-ctrl-01,access_controller,0.5556,7.8152,10287.46,0.5366,4,0.8762,0.1238,0.2452,0.0093,access-ctrl-01,plc-09
2026-03-01T17:24:00Z,sensor-007,sensor,0.4663,3.5662,1520.64,0.1507,1,0.9211,0.0789,0.2984,0.0110,sensor-007,access-ctrl-01
2026-03-03T14:43:00Z,access-ctrl-01,access_controller,0.5812,7.6523,9709.54,0.5688,2,0.8936,0.1064,0.2596,0.0100,access-ctrl-01,sensor-007
2026-03-01T05:31:00Z,cam-001,camera,1.3493,120.6448,193401.81,3.8750,16,0.3578,0.6422,0.0700,0.0358,cam-001,access-ctrl-01
2026-03-03T20:40:00Z,thermostat-03,thermostat,0.5465,5.7531,7281.72,0.5680,1,0.8510,0.1490,0.2397,0.0114,thermostat-03,cam-001
2026-03-04T04:53:00Z,plc-09,plc,0.7303,16.6222,21393.89,1.0336,3,0.9310,0.0690,0.1710,0.0111,plc-09,thermostat-03
2026-03-04T07:58:00Z,plc-09,plc,0.6790,14.2449,16566.65,0.9856,2,0.9341,0.0659,0.2340,0.0135,plc-09,plc-09
2026-03-04T08:15:00Z,plc-09,plc,0.7409,13.1331,16671.57,0.9066,1,0.9409,0.0591,0.2155,0.0112,plc-09,plc-09
2026-03-03T06:42:00Z,access-ctrl-01,access_controller,0.5491,8.8142,9750.31,0.6797,1,0.8950,0.1050,0.2254,0.0089,access-ctrl-01,plc-09
2026-03-01T06:25:00Z,cam-001,camera,1.2627,51.3791,104355.19,1.9277,9,0.6563,0.3437,0.0856,0.0357,cam-001,access-ctrl-01
2026-03-01T22:29:00Z,sensor-007,sensor,0.3699,2.7527,1181.17,0.1529,2,0.9084,0.0916,0.3641,0.0086,sensor-007,cam-001
2026-03-01T01:35:00Z,cam-001,camera,1.3684,74.5232,113413.76,1.9961,10,0.6494,0.3506,0.0863,0.0248,cam-001,sensor-007
2026-03-03T20:05:00Z,thermostat-03,thermostat,0.5655,6.1258,6627.72,0.5838,4,0.8597,0.1403,0.2368,0.0097,thermostat-03,cam-001
2026-03-02T11:11:00Z,router-02,router,0.7368,33.1517,41631.75,1.8855,10,0.6804,0.3196,0.1384,0.0228,router-02,thermostat-03
2026-03-01T07:16:00Z,cam-001,camera,1.2288,57.3096,82911.82,2.0934,9,0.6166,0.3834,0.0929,0.0260,cam-001,router-02
2026-03-01T19:27:00Z,sensor-007,sensor,0.4214,3.3105,1576.78,0.1612,1,0.9125,0.0875,0.2859,0.0113,sensor-007,cam-001
2026-03-04T04:08:00Z,plc-09,plc,0.7574,15.7146,20311.72,1.0384,4,0.9295,0.0705,0.1960,0.0113,plc-09,sensor-007
2026-03-04T05:13:00Z,plc-09,plc,0.6969,12.7804,18247.01,1.1364,5,0.9171,0.0829,0.1918,0.0111,plc-09,plc-09
2026-03-03T23:59:00Z,thermostat-03,thermostat,0.4682,5.4101,6554.54,0.4304,3,0.8471,0.1529,0.3117,0.0102,thermostat-03,plc-09
2026-03-03T16:50:00Z,access-ctrl-01,access_controller,0.6233,8.7753,11708.54,0.6175,3,0.8840,0.1160,0.2446,0.0101,access-ctrl-01,thermostat-03
2026-03-03T20:36:00Z,thermostat-03,thermostat,0.5554,5.6154,7559.87,0.5623,3,0.8735,0.1265,0.2496,0.0120,thermostat-03,access-ctrl-01
2026-03-01T18:44:00Z,sensor-007,sensor,0.4601,3.0911,1600.58,0.1557,3,0.9063,0.0937,0.2856,0.0094,sensor-007,thermostat-03
2026-03-02T04:59:00Z,router-02,router,0.7921,36.0135,59519.09,1.9679,10,0.7096,0.2904,0.1342,0.0182,router-02,sensor-007
2026-03-03T11:26:00Z,access-ctrl-01,access_controller,0.5967,13.6909,26650.68,0.8191,10,0.6820,0.3180,0.1909,0.0091,access-ctrl-01,router-02
2026-03-02T22:38:00Z,nvr-01,nvr,0.9620,20.7529,38071.96,1.2448,5,0.8042,0.1958,0.1886,0.0122,nvr-01,access-ctrl-01
2026-03-03T03:42:00Z,nvr-01,nvr,0.8781,15.7601,36153.98,1.1984,6,0.7997,0.2003,0.2227,0.0122,nvr-01,nvr-01
2026-03-02T10:04:00Z,router-02,router,0.8185,35.1699,53495.86,1.8697,6,0.7388,0.2612,0.1483,0.0165,router-02,nvr-01
2026-03-04T09:11:00Z,plc-09,plc,0.6400,12.6381,16787.41,0.8566,2,0.9192,0.0808,0.2307,0.0113,plc-09,router-02
2026-03-01T04:00:00Z,cam-001,camera,1.3331,62.7995,89239.55,2.3802,7,0.5910,0.4090,0.0814,0.0334,cam-001,plc-09
2026-03-02T14:18:00Z,router-02,router,0.7614,29.8989,38783.60,1.6577,10,0.7236,0.2764,0.1699,0.0173,router-02,cam-001
2026-03-02T15:23:00Z,router-02,router,0.8198,32.2740,45880.56,1.8639,6,0.7096,0.2904,0.1668,0.0189,router-02,router-02
2026-03-04T05:53:00Z,plc-09,plc,0.7336,13.5958,18197.74,0.9202,1,0.9309,0.0691,0.2122,0.0134,plc-09,router-02
2026-03-02T14:53:00Z,router-02,router,0.7474,29.8688,37683.47,1.5389,7,0.7006,0.2994,0.1577,0.0182,router-02,plc-09
2026-03-02T15:17:00Z,router-02,router,0.8032,26.1499,40557.79,1.5114,9,0.7165,0.2835,0.1630,0.0227,router-02,router-02
2026-03-01T04:15:00Z,cam-001,camera,1.1522,60.9776,92894.52,2.1530,10,0.6461,0.3539,0.0745,0.0286,cam-001,router-02
2026-03-02T10:03:00Z,router-02,router,0.7608,52.3369,121669.53,3.7841,17,0.6402,0.3598,0.0781,0.0194,router-02,cam-001
2026-03-03T02:43:00Z,nvr-01,nvr,0.8316,15.8568,32440.44,1.1124,6,0.8287,0.1713,0.2017,0.0140,nvr-01,router-02
2026-03-02T10:19:00Z,router-02,router,0.8770,36.1025,45226.34,1.7506,9,0.6960,0.3040,0.1490,0.0234,router-02,nvr-01
2026-03-02T05:29:00Z,router-02,router,0.8387,91.9597,143652.85,2.7146,12,0.5500,0.4500,0.1028,0.0216,router-02,router-02
2026-03-01T14:21:00Z,cam-001,camera,1.1538,51.2755,97655.92,2.2486,9,0.6593,0.3407,0.0912,0.0345,cam-001,router-02
2026-03-02T10:28:00Z,router-02,router,0.8558,42.7956,121914.65,2.1372,18,0.5520,0.4480,0.0946,0.0188,router-02,cam-001
2026-03-01T04:46:00Z,cam-001,camera,1.2112,57.3137,89739.25,2.2921,8,0.6339,0.3661,0.0847,0.0272,cam-001,router-02
2026-03-02T06:35:00Z,router-02,router,0.9225,64.2938,137740.11,2.1804,13,0.5753,0.4247,0.0865,0.0196,router-02,cam-001
2026-03-02T10:00:00Z,router-02,router,0.8435,29.3088,55075.07,1.8179,10,0.6949,0.3051,0.1439,0.0210,router-02,router-02
2026-03-02T18:33:00Z,nvr-01,nvr,0.9659,19.4631,38273.02,1.1234,3,0.8044,0.1956,0.1969,0.0158,nvr-01,router-02
2026-03-03T22:07:00Z,thermostat-03,thermostat,0.4956,5.2201,6737.25,0.4423,3,0.8641,0.1359,0.3059,0.0101,thermostat-03,nvr-01
2026-03-03T18:56:00Z,thermostat-03,thermostat,0.6049,5.8955,7672.94,0.4842,1,0.8678,0.1322,0.2746,0.0105,thermostat-03,thermostat-03
2026-03-04T05:54:00Z,plc-09,plc,0.7505,13.6484,18474.64,0.9632,5,0.9285,0.0715,0.2122,0.0147,plc-09,thermostat-03
2026-03-02T12:17:00Z,router-02,router,0.7739,32.1032,49330.66,1.8886,6,0.6872,0.3128,0.1443,0.0179,router-02,plc-09
2026-03-03T21:12:00Z,thermostat-03,thermostat,0.5722,6.8013,7233.06,0.4964,3,0.8709,0.1291,0.2944,0.0119,thermostat-03,router-02
2026-03-01T11:52:00Z,cam-001,camera,1.1537,65.3751,102955.69,2.1385,10,0.6337,0.3663,0.0955,0.0322,cam-001,thermostat-03
2026-03-02T07:23:00Z,router-02,router,0.9179,32.7436,48884.94,2.0188,10,0.7000,0.3000,0.1282,0.0210,router-02,cam-001
2026-03-01T07:17:00Z,cam-001,camera,1.2563,56.2427,79660.33,2.2205,11,0.6608,0.3392,0.0901,0.0245,cam-001,router-02
2026-03-02T19:30:00Z,nvr-01,nvr,1.0313,17.9730,38645.16,1.2972,6,0.8321,0.1679,0.1837,0.0137,nvr-01,cam-001
2026-03-03T08:58:00Z,access-ctrl-01,access_controller,0.6010,18.8487,24230.57,1.1133,7,0.6567,0.3433,0.1627,0.0089,access-ctrl-01,nvr-01
2026-03-02T16:29:00Z,router-02,router,0.7238,29.3857,51410.43,1.7736,10,0.6959,0.3041,0.1664,0.0185,router-02,access-ctrl-01
2026-03-01T03:42:00Z,cam-001,camera,1.3015,63.4595,110278.55,2.4342,11,0.6435,0.3565,0.0816,0.0279,cam-001,router-02
2026-03-02T05:39:00Z,router-02,router,0.7799,34.0204,53024.13,1.7714,10,0.7505,0.2495,0.1403,0.0217,router-02,cam-001
2026-03-04T02:21:00Z,plc-09,plc,0.7779,14.3718,20362.81,0.9530,1,0.9420,0.0580,0.2228,0.0113,plc-09,router-02
2026-03-03T03:49:00Z,nvr-01,nvr,0.8593,18.4702,36917.51,1.1634,4,0.8018,0.1982,0.2283,0.0146,nvr-01,plc-09
2026-03-04T08:27:00Z,plc-09,plc,0.6949,13.7927,16478.07,0.9682,2,0.9274,0.0726,0.2193,0.0107,plc-09,nvr-01
2026-03-01T05:02:00Z,cam-001,camera,1.1875,61.2523,84662.37,2.2017,7,0.6542,0.3458,0.0840,0.0256,cam-001,plc-09
2026-03-01T22:47:00Z,sensor-007,sensor,0.3842,2.7093,1274.01,0.1338,1,0.9141,0.0859,0.3561,0.0089,sensor-007,cam-001
2026-03-01T13:22:00Z,cam-001,camera,1.1430,55.1691,95431.82,1.7750,7,0.6585,0.3415,0.1018,0.0241,cam-001,sensor-007
2026-03-04T01:25:00Z,thermostat-03,thermostat,0.5468,6.0273,6712.68,0.4540,1,0.8422,0.1578,0.3101,0.0133,thermostat-03,cam-001
2026-03-03T07:50:00Z,access-ctrl-01,access_controller,0.5995,10.0491,10644.34,0.5789,1,0.8826,0.1174,0.2503,0.0074,access-ctrl-01,thermostat-03
2026-03-03T06:45:00Z,access-ctrl-01,access_controller,0.5364,9.0787,11203.70,0.5613,3,0.8574,0.1426,0.2500,0.0097,access-ctrl-01,access-ctrl-01
2026-03-02T07:35:00Z,router-02,router,0.8604,32.3429,49992.04,1.9747,7,0.7052,0.2948,0.1243,0.0203,router-02,access-ctrl-01
2026-03-02T15:35:00Z,router-02,router,0.8117,27.9367,44390.85,1.5503,9,0.7129,0.2871,0.1536,0.0209,router-02,router-02
2026-03-01T17:23:00Z,sensor-007,sensor,0.4717,2.8938,1660.71,0.1770,1,0.9005,0.0995,0.2815,0.0105,sensor-007,router-02
2026-03-03T15:55:00Z,access-ctrl-01,access_controller,0.5323,8.6087,10146.57,0.6361,1,0.8702,0.1298,0.2801,0.0098,access-ctrl-01,sensor-007
2026-03-03T11:06:00Z,access-ctrl-01,access_controller,0.5438,11.3432,12752.09,0.5576,4,0.8727,0.1273,0.2663,0.0074,access-ctrl-01,access-ctrl-01
2026-03-03T14:17:00Z,access-ctrl-01,access_controller,0.5967,8.3872,7901.99,0.5103,4,0.8637,0.1363,0.2934,0.0086,access-ctrl-01,access-ctrl-01
2026-03-01T21:13:00Z,sensor-007,sensor,0.4465,2.6851,1366.24,0.1449,1,0.9023,0.0977,0.2982,0.0098,sensor-007,access-ctrl-01
2026-03-03T11:43:00Z,access-ctrl-01,access_controller,0.5262,8.2754,9437.24,0.5265,3,0.8742,0.1258,0.2647,0.0087,access-ctrl-01,sensor-007
2026-03-03T04:17:00Z,nvr-01,nvr,0.8474,15.8096,36830.62,1.0965,6,0.8183,0.1817,0.2215,0.0116,nvr-01,access-ctrl-01
2026-03-01T12:46:00Z,cam-001,camera,1.0629,45.2185,79312.18,2.0646,11,0.6215,0.3785,0.0962,0.0326,cam-001,nvr-01
2026-03-01T04:36:00Z,cam-001,camera,1.3327,54.4245,114671.51,2.5133,8,0.6255,0.3745,0.0895,0.0292,cam-001,cam-001
2026-03-03T02:00:00Z,nvr-01,nvr,0.8998,18.4109,32091.54,1.2986,2,0.8126,0.1874,0.2173,0.0127,nvr-01,cam-001
2026-03-03T02:29:00Z,nvr-01,nvr,0.9232,18.7038,30870.19,1.1427,2,0.7952,0.2048,0.1958,0.0133,nvr-01,nvr-01
2026-03-01T10:54:00Z,cam-001,camera,1.1559,44.0017,82907.00,2.0154,7,0.6434,0.3566,0.0928,0.0252,cam-001,nvr-01
2026-03-03T21:01:00Z,thermostat-03,thermostat,0.5458,5.5773,6904.87,0.5037,1,0.8598,0.1402,0.2807,0.0136,thermostat-03,cam-001
2026-03-02T15:04:00Z,router-02,router,0.7236,31.6180,44379.85,1.5680,9,0.7352,0.2648,0.1720,0.0220,router-02,thermostat-03
2026-03-02T04:47:00Z,router-02,router,0.8395,34.0385,46781.63,2.0653,7,0.6811,0.3189,0.1360,0.0239,router-02,router-02
2026-03-01T00:47:00Z,cam-001,camera,1.1810,103.9543,248974.62,3.3963,12,0.4057,0.5943,0.0644,0.0250,cam-001,router-02
2026-03-02T20:34:00Z,nvr-01,nvr,0.9254,22.2213,36807.54,1.4754,4,0.7843,0.2157,0.1810,0.0164,nvr-01,cam-001
2026-03-01T21:41:00Z,sensor-007,sensor,0.4380,2.8852,1260.97,0.1294,1,0.9052,0.0948,0.3176,0.0101,sensor-007,nvr-01
2026-03-01T02:43:00Z,cam-001,camera,1.3218,65.0750,112176.59,2.0768,8,0.6797,0.3203,0.0873,0.0335,cam-001,sensor-007
2026-03-02T06:25:00Z,router-02,router,0.9069,38.0929,58276.92,2.0315,7,0.7119,0.2881,0.1190,0.0212,router-02,cam-001
2026-03-03T14:31:00Z,access-ctrl-01,access_controller,0.5756,8.3268,9439.91,0.5737,1,0.8691,0.1309,0.2806,0.0095,access-ctrl-01,router-02
2026-03-01T08:56:00Z,cam-001,camera,1.1275,54.8259,93707.58,2.0521,9,0.6358,0.3642,0.0997,0.0254,cam-001,access-ctrl-01
2026-03-02T15:01:00Z,router-02,router,0.7824,26.1605,47966.23,1.6268,7,0.6897,0.3103,0.1696,0.0207,router-02,cam-001
2026-03-02T04:22:00Z,router-02,router,0.7654,31.2830,58709.72,2.1589,9,0.7262,0.2738,0.1307,0.0193,router-02,router-02
2026-03-01T23:06:00Z,sensor-007,sensor,0.3664,2.8648,1316.15,0.1468,2,0.8979,0.1021,0.3353,0.0118,sensor-007,router-02
2026-03-03T18:13:00Z,thermostat-03,thermostat,0.5057,10.3040,14502.32,0.9564,9,0.7837,0.2163,0.1464,0.0105,thermostat-03,sensor-007
2026-03-03T10:34:00Z,access-ctrl-01,access_controller,0.6525,8.1748,11658.61,0.6665,2,0.8841,0.1159,0.2546,0.0100,access-ctrl-01,thermostat-03
2026-03-04T07:20:00Z,plc-09,plc,0.6583,13.4287,18218.55,0.8548,3,0.9281,0.0719,0.2323,0.0107,plc-09,access-ctrl-01
2026-03-03T08:18:00Z,access-ctrl-01,access_controller,0.5557,9.9100,11274.37,0.6324,3,0.8576,0.1424,0.2401,0.0080,access-ctrl-01,plc-09
2026-03-02T19:09:00Z,nvr-01,nvr,1.0347,21.3745,45025.29,1.4260,6,0.8226,0.1774,0.2046,0.0164,nvr-01,access-ctrl-01
2026-03-01T16:20:00Z,sensor-007,sensor,0.3964,3.4797,1599.13,0.1408,3,0.9172,0.0828,0.2892,0.0092,sensor-007,nvr-01
2026-03-02T03:13:00Z,router-02,router,0.8158,30.7074,54266.00,1.8143,9,0.6940,0.3060,0.1558,0.0226,router-02,sensor-007
2026-03-04T08:01:00Z,plc-09,plc,0.7224,10.6890,15381.65,0.8843,2,0.9299,0.0701,0.2356,0.0145,plc-09,router-02
2026-03-01T12:37:00Z,cam-001,camera,1.1809,45.0383,87017.48,2.0906,10,0.6045,0.3955,0.1043,0.0287,cam-001,plc-09
2026-03-01T10:30:00Z,cam-001,camera,1.2221,46.9762,68865.24,2.0196,10,0.6302,0.3698,0.1058,0.0325,cam-001,cam-001
2026-03-01T20:08:00Z,sensor-007,sensor,0.4052,3.1743,1574.33,0.1556,1,0.9016,0.0984,0.2999,0.0110,sensor-007,cam-001
2026-03-04T00:26:00Z,thermostat-03,thermostat,0.5082,5.2578,6993.08,0.4997,2,0.8749,0.1251,0.2963,0.0106,thermostat-03,sensor-007
2026-03-03T19:10:00Z,thermostat-03,thermostat,0.5496,6.1484,8596.25,0.5151,2,0.8511,0.1489,0.2453,0.0124,thermostat-03,thermostat-03
2026-03-03T07:18:00Z,access-ctrl-01,access_controller,0.6561,9.0864,10993.97,0.6103,4,0.8714,0.1286,0.2520,0.0092,access-ctrl-01,thermostat-03
2026-03-04T02:47:00Z,plc-09,plc,0.7684,26.9319,45776.09,1.4185,12,0.6957,0.3043,0.1174,0.0149,plc-09,access-ctrl-01
2026-03-04T03:34:00Z,plc-09,plc,0.7123,13.2844,16357.02,1.0021,3,0.9399,0.0601,0.2002,0.0113,plc-09,plc-09
2026-03-02T16:25:00Z,router-02,router,0.7220,29.1198,39080.24,1.8278,6,0.7091,0.2909,0.1428,0.0187,router-02,plc-09
2026-03-01T12:32:00Z,cam-001,camera,1.0248,50.9156,78147.07,2.1543,11,0.6766,0.3234,0.0970,0.0314,cam-001,router-02
2026-03-03T17:19:00Z,thermostat-03,thermostat,0.5721,5.7108,6429.11,0.5198,4,0.8420,0.1580,0.2998,0.0138,thermostat-03,cam-001
2026-03-01T15:58:00Z,sensor-007,sensor,0.4181,3.2792,1780.12,0.1709,1,0.9115,0.0885,0.3311,0.0101,sensor-007,thermostat-03
2026-03-04T01:08:00Z,thermostat-03,thermostat,0.4798,5.2516,6016.06,0.4507,3,0.8571,0.1429,0.3035,0.0103,thermostat-03,sensor-007
2026-03-01T15:44:00Z,sensor-007,sensor,0.4083,3.0877,1774.61,0.1705,1,0.8995,0.1005,0.3061,0.0093,sensor-007,thermostat-03
2026-03-01T12:14:00Z,cam-001,camera,1.1800,46.6779,71097.35,1.8644,11,0.6008,0.3992,0.0888,0.0307,cam-001,sensor-007
2026-03-02T05:53:00Z,router-02,router,0.9093,33.1310,50575.59,2.0897,6,0.7271,0.2729,0.1267,0.0161,router-02,cam-001
2026-03-03T00:14:00Z,nvr-01,nvr,0.8773,18.6835,41867.71,1.3188,4,0.8262,0.1738,0.2104,0.0131,nvr-01,router-02
2026-03-03T01:23:00Z,nvr-01,nvr,0.8719,17.0075,34715.62,1.1150,3,0.7962,0.2038,0.1994,0.0156,nvr-01,nvr-01
2026-03-01T17:15:00Z,sensor-007,sensor,0.4148,3.6063,1780.91,0.1466,1,0.9048,0.0952,0.2961,0.0110,sensor-007,nvr-01
2026-03-01T22:27:00Z,sensor-007,sensor,0.4235,2.8948,1336.98,0.1495,1,0.9123,0.0877,0.3704,0.0114,sensor-007,sensor-007
2026-03-03T21:39:00Z,thermostat-03,thermostat,0.5457,6.4554,6847.85,0.4769,2,0.8525,0.1475,0.3002,0.0098,thermostat-03,sensor-007
2026-03-02T02:11:00Z,sensor-007,sensor,0.4115,2.9541,1389.31,0.1589,1,0.9096,0.0904,0.3545,0.0108,sensor-007,thermostat-03
2026-03-01T01:19:00Z,cam-001,camera,1.1335,131.4594,264738.01,3.4356,15,0.5309,0.4691,0.0714,0.0271,cam-001,sensor-007
2026-03-02T02:31:00Z,sensor-007,sensor,0.4415,3.0046,1275.14,0.1509,1,0.9020,0.0980,0.3270,0.0091,sensor-007,cam-001
2026-03-03T23:22:00Z,thermostat-03,thermostat,0.4661,5.4804,6710.28,0.4084,2,0.8441,0.1559,0.3209,0.0105,thermostat-03,sensor-007
2026-03-03T02:41:00Z,nvr-01,nvr,0.9747,18.7172,32389.98,1.0847,3,0.8125,0.1875,0.2056,0.0152,nvr-01,thermostat-03
2026-03-01T07:03:00Z,cam-001,camera,1.1731,53.6044,82554.62,2.0531,9,0.6421,0.3579,0.0971,0.0357,cam-001,nvr-01
2026-03-02T07:53:00Z,router-02,router,0.8838,35.4354,55872.22,2.1557,8,0.6959,0.3041,0.1276,0.0194,router-02,cam-001
2026-03-02T23:44:00Z,nvr-01,nvr,0.9365,18.2815,37313.19,1.2148,2,0.7849,0.2151,0.1894,0.0145,nvr-01,router-02
2026-03-01T07:14:00Z,cam-001,camera,1.0991,51.8654,88414.12,2.0193,9,0.6369,0.3631,0.0910,0.0247,cam-001,nvr-01
2026-03-03T12:04:00Z,access-ctrl-01,access_controller,0.6177,15.1404,24088.81,0.6605,12,0.6865,0.3135,0.1478,0.0106,access-ctrl-01,cam-001
2026-03-02T17:07:00Z,router-02,router,0.8032,27.0052,42472.25,1.5971,7,0.7153,0.2847,0.1493,0.0176,router-02,access-ctrl-01
2026-03-01T21:20:00Z,sensor-007,sensor,0.4160,2.9154,1421.98,0.1490,1,0.8941,0.1059,0.3109,0.0115,sensor-007,router-02
2026-03-02T07:14:00Z,router-02,router,0.7674,71.8531,112802.86,3.5249,13,0.5540,0.4460,0.1061,0.0198,router-02,sensor-007
2026-03-01T02:45:00Z,cam-001,camera,1.3768,108.8448,186296.71,3.4902,12,0.5014,0.4986,0.0715,0.0326,cam-001,router-02
2026-03-03T16:01:00Z,access-ctrl-01,access_controller,0.5176,7.8344,10253.24,0.5633,2,0.8781,0.1219,0.2794,0.0090,access-ctrl-01,cam-001
2026-03-04T11:17:00Z,plc-09,plc,0.7358,14.0282,17611.86,1.0452,1,0.9347,0.0653,0.2161,0.0109,plc-09,access-ctrl-01
2026-03-02T14:26:00Z,router-02,router,0.7053,29.2962,42258.22,1.8866,10,0.7161,0.2839,0.1439,0.0178,router-02,plc-09
