device_id,device_type,flow_duration_mean,packet_rate,byte_volume,port_entropy,unique_dest_ips,tcp_ratio,udp_ratio,iat_mean,iat_std
cam-002,camera,1.240036,60.344804,91645.246492,2.129111,10.72,0.564918,0.395043,0.084884,0.03649
sensor-24,sensor,0.544307,4.481397,1010.157337,0.082265,2.57,0.894646,0.099534,0.272365,0.008465
router-08,router,0.821159,32.319168,48380.704435,2.113743,8.94,0.738611,0.288269,0.124797,0.023764
nvr-01,nvr,0.89507,15.985505,60077.239817,1.136751,4.77,0.701343,0.287022,0.18033,0.019306
access-ctrl-01,access_controller,0.562637,9.07988,11072.600003,0.556882,3.07,0.815659,0.138192,0.243205,0.011708
thermostat-28,thermostat,0.807393,6.718386,4313.20588,0.409334,3.78,0.716217,0.284812,0.240958,0.012554
plug-14,smart_plug,0.454629,2.817577,845.282447,0.060642,0.32,0.514431,0.431123,0.347206,0.00926
cam-007,camera,1.084626,44.060381,94488.100105,1.77047,13.16,0.631084,0.299477,0.077906,0.029576
sensor-30,sensor,0.455725,4.180436,1349.078849,0.221779,1.49,0.803342,0.185792,0.285402,0.010681
router-20,router,0.733179,29.401558,44947.144232,2.008817,6.13,0.671864,0.330379,0.117256,0.018065
nvr-01,nvr,1.255999,28.271744,32728.986081,1.656071,3.54,0.742453,0.269092,0.210336,0.013584
access-ctrl-05,access_controller,0.62302,11.620406,10610.798931,0.745544,3.0,0.761098,0.205892,0.232723,0.006047
thermostat-16,thermostat,0.812437,8.328107,5353.02963,0.344429,3.26,0.717902,0.266427,0.20828,0.017194
plug-25,smart_plug,0.481718,2.57382,1710.228726,0.117686,0.0,0.486651,0.534068,0.317107,0.013817
cam-005,camera,1.309449,59.50643,80374.791536,2.759768,11.59,0.676338,0.313085,0.109955,0.025524
sensor-12,sensor,0.633003,2.805985,998.498054,0.091939,2.98,0.847835,0.149568,0.315042,0.006848
router-05,router,0.853172,43.342666,70779.452288,1.910784,9.89,0.710336,0.274437,0.128097,0.028306
nvr-05,nvr,1.264999,26.058982,49998.919325,1.379772,1.92,0.757195,0.249935,0.166992,0.020464
access-ctrl-07,access_controller,0.749512,7.81706,10581.816811,0.481996,3.92,0.825458,0.132218,0.265819,0.009767
thermostat-16,thermostat,0.716565,6.720927,5895.82233,0.306306,1.98,0.762144,0.242479,0.203947,0.018874
plug-19,smart_plug,0.369102,3.759581,1324.343325,0.15355,0.12,0.537671,0.424703,0.355187,0.011979
cam-007,camera,1.292613,65.095714,78605.013705,2.383073,8.31,0.679876,0.315209,0.093058,0.036916
sensor-21,sensor,0.462487,4.366858,1613.419328,0.101061,2.1,0.949732,0.09173,0.311751,0.009834
router-14,router,0.995458,34.238,63673.304832,1.636719,7.44,0.65205,0.321423,0.130849,0.021452
nvr-01,nvr,0.849317,23.853691,33765.602569,1.280318,2.59,0.812997,0.190694,0.161436,0.017857
access-ctrl-03,access_controller,0.576692,11.745108,14556.569452,0.499562,4.76,0.796707,0.150137,0.238746,0.00968
thermostat-16,thermostat,0.748088,6.717039,3721.12551,0.448881,2.43,0.704444,0.293952,0.213892,0.013489
plug-31,smart_plug,0.453376,4.049642,1344.521757,0.050862,1.6,0.514094,0.485666,0.367676,0.012296
cam-001,camera,1.392101,42.083583,101694.819618,2.588503,10.37,0.626688,0.349498,0.077619,0.032951
sensor-18,sensor,0.438412,2.66677,1171.890708,0.080936,0.0,0.78754,0.193054,0.268183,0.003056
router-17,router,0.894257,26.384336,54177.44053,2.118965,10.66,0.744727,0.289767,0.120316,0.027237
nvr-07,nvr,1.078247,22.190623,48707.122776,1.398985,2.44,0.682462,0.331925,0.198824,0.018338
access-ctrl-06,access_controller,0.630954,9.609128,14385.807458,0.854351,3.34,0.800542,0.178558,0.259633,0.010557
thermostat-16,thermostat,0.864179,7.223231,4804.857046,0.366814,1.88,0.674762,0.344378,0.218365,0.014691
plug-11,smart_plug,0.335605,2.503618,821.391403,0.147323,1.49,0.533909,0.42593,0.352358,0.012134
cam-005,camera,1.454636,42.889248,77821.428029,2.46388,10.41,0.603358,0.364002,0.088639,0.023512
sensor-07,sensor,0.436177,5.158048,2248.159909,0.1674,1.57,0.837364,0.102414,0.329141,0.010104
router-14,router,0.838914,31.993668,47314.528537,2.249525,12.21,0.691353,0.273652,0.155418,0.027171
nvr-06,nvr,1.125461,28.039761,37835.659137,1.199924,5.46,0.798034,0.171786,0.159248,0.019167
access-ctrl-06,access_controller,0.746201,11.930251,10121.900458,0.549579,3.21,0.854903,0.171668,0.258823,0.009773
thermostat-20,thermostat,0.731984,7.460828,5920.663364,0.473226,1.87,0.65003,0.325274,0.233411,0.013985
plug-11,smart_plug,0.411849,3.601575,938.799189,0.143792,1.4,0.472036,0.534941,0.337389,0.010123
cam-007,camera,1.136807,48.425168,104491.701194,2.392308,10.96,0.579152,0.418461,0.081855,0.032326
sensor-27,sensor,0.448009,2.788579,2184.095394,0.153828,0.83,0.888273,0.102315,0.298212,0.012558
router-20,router,0.771986,42.948054,60271.43511,2.21581,7.09,0.696175,0.238004,0.152999,0.017142
nvr-04,nvr,0.900934,19.097974,57534.149042,1.78001,7.06,0.706607,0.259428,0.194179,0.014962
access-ctrl-01,access_controller,0.696355,10.783644,14181.104506,0.857962,5.3,0.828319,0.181374,0.219384,0.01029
thermostat-16,thermostat,0.752418,7.731641,4868.592188,0.488521,2.78,0.703613,0.265027,0.230571,0.014808
plug-14,smart_plug,0.472936,3.865745,1287.159318,0.113135,2.8,0.471169,0.50226,0.315388,0.014433
cam-002,camera,1.451901,55.574877,100505.068172,2.777653,7.48,0.643598,0.311967,0.084529,0.037007
sensor-24,sensor,0.551547,4.784409,2176.924663,0.207801,1.94,0.793276,0.198192,0.265293,0.006092
router-11,router,1.039852,40.85523,48715.531067,1.998445,9.34,0.696402,0.302501,0.138604,0.020279
nvr-01,nvr,0.878041,16.966054,41173.543326,1.132928,3.9,0.79499,0.179473,0.174841,0.013828
access-ctrl-01,access_controller,0.695166,9.398642,9090.94417,0.84452,2.76,0.804714,0.164364,0.256989,0.012521
thermostat-13,thermostat,0.631173,5.134923,4814.789165,0.477673,1.7,0.687154,0.332684,0.225455,0.012707
plug-22,smart_plug,0.50191,3.189601,1425.143633,0.049052,1.9,0.487648,0.489981,0.361816,0.008408
cam-003,camera,1.458276,63.327203,73170.794972,2.736024,13.73,0.643778,0.339181,0.109936,0.039066
sensor-18,sensor,0.522637,3.302428,2799.312496,0.119548,1.6,0.880253,0.117897,0.301153,0.004984
router-02,router,1.024579,34.374929,41107.194596,2.007837,12.42,0.636835,0.381906,0.162866,0.027693
nvr-02,nvr,0.877737,21.532346,50903.857526,1.523774,5.76,0.706027,0.285857,0.162791,0.010903
access-ctrl-05,access_controller,0.695526,7.810389,10853.090345,0.691811,2.44,0.790389,0.191663,0.265027,0.00964
thermostat-13,thermostat,0.627445,7.576054,5698.439267,0.485191,3.98,0.691132,0.253514,0.22103,0.014518
plug-25,smart_plug,0.422851,4.243984,1696.169527,0.109721,2.5,0.556196,0.444466,0.314235,0.011761
cam-002,camera,1.410408,51.209874,71180.106929,1.787911,8.04,0.591573,0.366115,0.077572,0.03457
sensor-27,sensor,0.491178,5.341854,1285.552314,0.148338,0.19,0.902528,0.068176,0.316555,0.004542
router-08,router,1.026178,38.043422,43860.983748,1.565182,8.2,0.706378,0.300049,0.140936,0.025888
nvr-04,nvr,0.943612,22.519564,54067.263518,1.445373,2.7,0.722338,0.23283,0.187472,0.012186
access-ctrl-03,access_controller,0.754989,10.452929,12297.458332,0.693885,2.77,0.797221,0.179347,0.262642,0.011499
thermostat-13,thermostat,0.79121,5.986899,3946.633499,0.325756,1.58,0.695317,0.23672,0.207463,0.012015
plug-19,smart_plug,0.427646,3.876672,1360.570846,0.079302,2.34,0.460192,0.526049,0.323615,0.010601
cam-004,camera,1.431676,58.113998,84208.250832,2.602659,7.91,0.687079,0.316483,0.093822,0.026647
sensor-30,sensor,0.52836,5.515663,973.758512,0.087991,0.97,0.861704,0.145737,0.302812,0.007605
router-14,router,1.093519,38.467937,49822.503286,2.347946,3.97,0.710345,0.276177,0.150076,0.026484
nvr-06,nvr,0.916757,17.558054,42217.876188,1.679689,4.99,0.689853,0.288364,0.160195,0.020818
access-ctrl-06,access_controller,0.66056,11.871172,15098.324604,0.494947,3.17,0.762053,0.232322,0.21931,0.010093
thermostat-13,thermostat,0.804024,7.644919,3634.48805,0.362411,0.54,0.753831,0.245527,0.239825,0.012225
plug-29,smart_plug,0.4793,2.469605,973.36411,0.140309,0.0,0.556196,0.448211,0.357904,0.012939
cam-003,camera,1.485051,49.373442,85233.263995,1.894596,9.34,0.722979,0.278667,0.095403,0.024704
sensor-12,sensor,0.412346,4.325898,2688.918256,0.195042,0.18,0.804931,0.115687,0.305229,0.010774
router-17,router,0.966551,38.261005,46760.120827,2.099889,7.49,0.648437,0.360101,0.127152,0.029154
nvr-02,nvr,1.115086,20.921229,54768.403261,1.134666,3.48,0.834762,0.186077,0.206075,0.019812
access-ctrl-07,access_controller,0.715033,8.950506,9779.462741,0.823981,2.93,0.832047,0.127686,0.245908,0.013645
thermostat-16,thermostat,0.753244,5.494669,4123.01915,0.272085,3.95,0.664632,0.317126,0.231962,0.015243
plug-25,smart_plug,0.401101,2.931207,860.453248,0.142255,2.27,0.490235,0.503552,0.348802,0.008614
cam-001,camera,1.099165,57.668708,82020.589471,2.272682,7.53,0.701144,0.263787,0.093241,0.042359
sensor-27,sensor,0.5345,3.225993,2606.612884,0.239387,0.0,0.783028,0.207743,0.323078,0.009614
router-08,router,0.806898,45.5873,39312.089334,1.68633,8.01,0.673853,0.346475,0.12153,0.02639
nvr-07,nvr,1.275501,21.927845,42677.530638,1.267506,4.56,0.756056,0.219106,0.156304,0.02005
access-ctrl-03,access_controller,0.753332,10.810177,11438.938073,0.54422,2.09,0.862468,0.096008,0.227346,0.013269
thermostat-28,thermostat,0.684822,5.919447,4036.91848,0.47977,3.33,0.68658,0.341498,0.209182,0.012918
plug-29,smart_plug,0.369696,3.160927,875.569075,0.082266,2.18,0.49808,0.478167,0.374595,0.009001
cam-006,camera,1.23135,58.29437,79569.291221,1.978989,11.34,0.707557,0.263553,0.102446,0.025288
sensor-07,sensor,0.428126,3.352389,2970.729088,0.123247,1.23,0.887179,0.128765,0.265254,0.009387
router-05,router,0.795647,27.765609,55859.980497,1.953415,8.18,0.677408,0.294379,0.123199,0.017304
nvr-02,nvr,1.185957,16.771549,56149.385161,1.485089,2.85,0.68867,0.246157,0.206581,0.009942
access-ctrl-06,access_controller,0.706738,9.286536,14210.7768,0.689911,2.86,0.844224,0.13874,0.223369,0.007683
thermostat-24,thermostat,0.749608,5.455171,4593.109615,0.327509,0.84,0.697992,0.275099,0.218831,0.014383
plug-14,smart_plug,0.42742,2.234117,1404.406591,0.058571,2.49,0.496199,0.515943,0.314386,0.009739
cam-004,camera,1.353259,62.538416,107252.428897,2.239426,11.41,0.60191,0.396812,0.096277,0.035516
sensor-07,sensor,0.650166,3.101455,2173.470328,0.244843,4.45,0.794986,0.136068,0.283104,0.005485
router-11,router,0.82975,39.514777,68588.909585,2.206298,11.84,0.612512,0.38364,0.149976,0.016752
nvr-05,nvr,1.09124,28.714408,39626.857457,1.096649,4.27,0.767616,0.247244,0.193876,0.019235
access-ctrl-05,access_controller,0.731406,7.833972,11315.993513,0.768171,1.77,0.743625,0.244659,0.216994,0.008576
thermostat-09,thermostat,0.76585,7.332125,4017.480085,0.379772,4.94,0.687687,0.336658,0.200009,0.011051
plug-14,smart_plug,0.391566,3.205781,898.412362,0.13663,2.26,0.538114,0.483743,0.371632,0.007507
cam-003,camera,1.243305,56.169457,70926.681703,2.048638,7.84,0.662868,0.307492,0.077209,0.036474
sensor-24,sensor,0.55969,3.831995,1046.73599,0.230652,0.47,0.844079,0.130912,0.258808,0.007689
router-05,router,0.909045,42.076096,50209.237382,2.079503,12.01,0.623654,0.359721,0.136651,0.020444
nvr-05,nvr,1.149538,17.006938,50257.533275,1.295146,3.65,0.775881,0.212444,0.183342,0.013612
access-ctrl-01,access_controller,0.64496,12.284964,11337.052932,0.494683,1.83,0.874911,0.14453,0.263124,0.008121
thermostat-09,thermostat,0.660014,6.114001,4370.082771,0.323756,2.1,0.645433,0.305878,0.213727,0.010809
plug-22,smart_plug,0.345031,2.127202,1574.094344,0.129195,2.26,0.486218,0.507364,0.365776,0.014775
cam-004,camera,1.283925,51.314947,100828.51436,2.533717,12.83,0.562446,0.402879,0.079794,0.036498
sensor-07,sensor,0.659782,5.507972,2871.927104,0.137861,0.18,0.808874,0.182958,0.313551,0.011487
router-11,router,0.942109,42.685489,58299.581956,1.691282,7.15,0.644085,0.334739,0.123526,0.016162
nvr-05,nvr,0.977406,26.503891,34493.915913,1.441027,5.62,0.778915,0.258206,0.185333,0.01674
access-ctrl-04,access_controller,0.696322,9.133316,13433.462068,0.495712,3.37,0.79807,0.171597,0.269644,0.013494
thermostat-24,thermostat,0.681562,5.181947,5033.186356,0.427162,4.02,0.678544,0.308809,0.218964,0.019208
plug-29,smart_plug,0.354622,2.937856,1745.047467,0.150487,2.46,0.477917,0.504456,0.343537,0.012238
cam-003,camera,1.209792,54.291322,99224.484229,1.891941,7.18,0.58354,0.383453,0.090168,0.037816
sensor-12,sensor,0.469859,4.144774,1893.309744,0.253283,1.21,0.876841,0.133666,0.267384,0.005982
router-08,router,0.779435,28.435847,46118.244221,2.113261,7.86,0.602304,0.41048,0.128678,0.01614
nvr-05,nvr,1.053235,23.821205,42129.096708,1.363232,4.54,0.728868,0.210407,0.180177,0.012424
access-ctrl-07,access_controller,0.664306,9.674092,14677.681724,0.563825,4.09,0.813823,0.183953,0.250172,0.010203
thermostat-04,thermostat,0.741336,5.001878,5599.811296,0.494393,2.98,0.68717,0.255346,0.228969,0.013148
plug-31,smart_plug,0.472393,4.072313,1593.116031,0.161886,0.0,0.520598,0.415752,0.321184,0.010415
cam-003,camera,1.350022,51.699013,90210.733795,2.047816,7.18,0.689138,0.31798,0.085173,0.042635
sensor-18,sensor,0.580831,2.913672,2001.669066,0.205784,1.68,0.902389,0.060111,0.257982,0.008058
router-17,router,0.921766,29.395322,45737.942498,2.468584,8.19,0.741562,0.297343,0.153084,0.023242
nvr-04,nvr,1.049571,19.662049,48954.194254,1.247238,6.24,0.715983,0.274439,0.164781,0.019413
access-ctrl-03,access_controller,0.60344,7.551001,13684.476243,0.764355,2.59,0.762326,0.202255,0.268173,0.013881
thermostat-28,thermostat,0.631428,6.426549,4665.870672,0.307192,1.04,0.671109,0.354014,0.202971,0.018207
plug-14,smart_plug,0.422235,4.20332,745.071364,0.164115,1.14,0.493331,0.486876,0.327289,0.013109
cam-005,camera,1.208167,51.382575,78293.60455,2.720877,8.07,0.604257,0.361499,0.093275,0.035884
sensor-30,sensor,0.488954,3.176198,1037.769702,0.183662,0.8,0.901191,0.109811,0.260168,0.007055
router-17,router,0.813649,28.053635,43668.97832,2.406679,9.1,0.669219,0.296874,0.134518,0.026888
nvr-02,nvr,0.9458,17.631117,51251.79609,1.282288,2.81,0.753675,0.23658,0.157148,0.013985
access-ctrl-03,access_controller,0.711371,10.264131,12060.230595,0.621025,1.62,0.886807,0.118427,0.257344,0.011801
thermostat-13,thermostat,0.67172,5.243971,4141.613193,0.390802,2.64,0.738177,0.221294,0.223044,0.017105
plug-29,smart_plug,0.418005,3.169509,1183.702577,0.170245,0.03,0.442249,0.541951,0.339156,0.008197
cam-004,camera,1.139968,48.925277,91753.651163,2.679539,13.11,0.542404,0.428425,0.091268,0.024844
sensor-18,sensor,0.56977,4.753408,1508.449798,0.252274,1.22,0.828818,0.199878,0.244917,0.007974
router-20,router,0.917635,32.349209,42256.408223,1.838375,8.93,0.72477,0.260112,0.134002,0.024846
nvr-05,nvr,0.984148,21.458317,51693.451943,1.159105,6.14,0.704198,0.276357,0.166884,0.011832
access-ctrl-03,access_controller,0.616787,7.696145,10288.776516,0.478932,2.96,0.826008,0.187592,0.215639,0.009392
thermostat-28,thermostat,0.657985,8.280178,4268.845962,0.43355,1.85,0.764133,0.249312,0.222687,0.013655
plug-14,smart_plug,0.513305,3.645943,1001.756647,0.051292,0.69,0.542176,0.427082,0.355489,0.013217
cam-005,camera,1.319171,52.599629,91998.038339,1.776732,13.16,0.609878,0.347627,0.079289,0.04292
sensor-27,sensor,0.537108,5.213709,1989.99207,0.206024,2.79,0.818385,0.174505,0.288986,0.007876
router-08,router,1.007922,38.925237,57957.829156,1.887871,9.8,0.591338,0.372626,0.137481,0.021138
nvr-03,nvr,1.242568,26.941079,34769.926768,1.404675,2.55,0.712039,0.258648,0.214591,0.011306
access-ctrl-07,access_controller,0.730756,9.640808,13358.791583,0.647896,2.47,0.806332,0.21228,0.232825,0.010492
thermostat-28,thermostat,0.661131,7.224561,4202.116159,0.41114,0.67,0.781086,0.204595,0.222457,0.017237
plug-22,smart_plug,0.343068,2.975307,1449.636822,0.117433,0.0,0.50402,0.442873,0.322208,0.014627
cam-005,camera,1.50386,50.911001,72882.091654,2.740936,10.19,0.584435,0.378932,0.10349,0.040023
sensor-18,sensor,0.544691,2.763455,1070.401611,0.179456,1.74,0.920973,0.066757,0.268482,0.007976
router-11,router,0.857677,38.238677,66302.796483,1.864068,6.58,0.658664,0.328226,0.144128,0.023935
nvr-01,nvr,1.102045,21.890408,58304.816981,1.078094,3.92,0.668639,0.277596,0.211642,0.013083
access-ctrl-03,access_controller,0.61968,10.140165,11763.264818,0.683912,4.33,0.795268,0.175064,0.215983,0.011888
thermostat-09,thermostat,0.645649,7.636965,5190.245657,0.308119,3.67,0.642355,0.303018,0.221809,0.017389
plug-25,smart_plug,0.49076,2.221031,1581.198143,0.112642,2.14,0.475839,0.524492,0.348989,0.009427
cam-003,camera,1.44815,53.024982,73072.419921,2.07484,8.0,0.726475,0.277416,0.07979,0.036372
sensor-12,sensor,0.521613,2.938209,983.126856,0.240252,2.04,0.826579,0.181638,0.258221,0.009334
router-11,router,0.986399,35.415065,64147.956604,2.144779,4.71,0.666912,0.321869,0.127319,0.017937
nvr-02,nvr,1.195836,22.001249,42183.98609,1.4439,4.3,0.826739,0.174119,0.18406,0.017352
access-ctrl-02,access_controller,0.783258,10.434052,10727.158897,0.561954,2.66,0.821156,0.188798,0.228376,0.011406
thermostat-16,thermostat,0.744067,6.486353,4200.133966,0.337204,5.23,0.755007,0.259695,0.224664,0.012407
plug-29,smart_plug,0.454197,2.245007,1042.85807,0.092164,0.96,0.464911,0.531938,0.369605,0.009317
cam-006,camera,1.103453,57.594643,85718.635489,2.073366,12.21,0.708567,0.309832,0.085155,0.035881
sensor-24,sensor,0.467057,5.477561,1795.085363,0.158842,1.01,0.761197,0.211287,0.271075,0.005862
router-14,router,0.824177,36.686035,71820.579345,2.015307,6.34,0.714007,0.303136,0.160566,0.020773
nvr-07,nvr,1.256632,17.996978,53202.16176,1.420872,2.95,0.789574,0.237458,0.186875,0.012923
access-ctrl-05,access_controller,0.771609,10.228113,13848.093152,0.63374,2.31,0.797959,0.180957,0.234373,0.010835
thermostat-04,thermostat,0.725306,5.718021,3508.938965,0.355253,4.06,0.714956,0.279377,0.221259,0.016104
plug-25,smart_plug,0.492164,2.075636,1214.267882,0.049799,0.0,0.485,0.535586,0.323185,0.01016
cam-005,camera,1.063261,62.679479,109471.655971,2.266763,12.7,0.601153,0.34284,0.101403,0.02576
sensor-12,sensor,0.622182,3.030943,2133.91017,0.089112,3.91,0.931218,0.107047,0.320207,0.008684
router-05,router,0.831525,43.666637,67881.68089,1.918713,5.3,0.654801,0.375127,0.145288,0.025332
nvr-01,nvr,1.028682,25.413398,34287.061033,1.527968,5.92,0.736423,0.194465,0.208405,0.014308
access-ctrl-01,access_controller,0.559948,11.082385,15400.892502,0.708522,1.54,0.828419,0.20221,0.265861,0.011312
thermostat-28,thermostat,0.795978,8.484932,5570.854035,0.511202,2.86,0.69635,0.257319,0.230793,0.010399
plug-31,smart_plug,0.507382,3.704503,1433.01278,0.143792,0.51,0.517496,0.473985,0.35028,0.012159
cam-004,camera,1.45416,59.504545,105903.560045,2.189499,12.46,0.606327,0.371164,0.084906,0.026352
sensor-24,sensor,0.562045,3.699969,2106.412405,0.116445,2.03,0.781863,0.158634,0.2386,0.005945
router-14,router,0.789358,40.385666,46548.252667,1.883948,6.46,0.689519,0.309745,0.158274,0.023185
nvr-05,nvr,1.177129,22.809103,41109.773637,1.672594,4.97,0.804127,0.201833,0.202867,0.020936
access-ctrl-02,access_controller,0.600911,8.629692,14117.352887,0.574523,2.53,0.833975,0.187191,0.230308,0.00816
thermostat-16,thermostat,0.883803,7.495953,4250.782602,0.375423,2.76,0.695288,0.32498,0.221147,0.017362
plug-29,smart_plug,0.333528,2.337487,1062.634445,0.071427,0.85,0.454532,0.538827,0.306994,0.009527
cam-003,camera,1.048137,44.390666,88142.051443,2.090886,6.63,0.651174,0.307897,0.098772,0.042042
sensor-18,sensor,0.500187,6.067186,2331.899337,0.133113,2.86,0.798525,0.175033,0.291587,0.010049
router-14,router,1.017501,25.318487,45232.238275,1.935229,9.7,0.660837,0.327483,0.154485,0.015346
nvr-03,nvr,1.106134,28.057589,35324.884409,1.221977,1.95,0.820239,0.111301,0.164927,0.015607
access-ctrl-06,access_controller,0.801303,7.923382,14445.111089,0.559548,3.67,0.865971,0.12684,0.243918,0.014938
thermostat-28,thermostat,0.623095,7.50211,4571.049414,0.395759,3.93,0.687359,0.264109,0.204293,0.019607
plug-14,smart_plug,0.417892,3.883112,1219.784888,0.107747,2.39,0.521043,0.47574,0.333263,0.013259
cam-006,camera,1.282988,58.579456,76762.95115,2.340027,7.61,0.588226,0.403787,0.076756,0.036816
sensor-27,sensor,0.619017,4.552031,2341.934996,0.112454,0.44,0.904944,0.118352,0.282784,0.00811
router-20,router,0.823799,42.762109,64411.79585,1.593534,9.47,0.627961,0.398268,0.144609,0.023186
nvr-05,nvr,1.013748,29.046613,57074.892628,1.227768,3.56,0.760658,0.205735,0.181687,0.017247
access-ctrl-03,access_controller,0.575178,9.39489,12222.782925,0.67548,4.37,0.83596,0.146969,0.250095,0.009583
thermostat-16,thermostat,0.611675,5.87151,5317.692906,0.282327,3.24,0.737984,0.229633,0.224288,0.013965
plug-14,smart_plug,0.479596,3.649552,1263.211133,0.102912,1.31,0.552179,0.459448,0.313721,0.010915
cam-006,camera,1.367963,59.415082,109330.040133,1.845716,7.08,0.697931,0.296947,0.111919,0.023846
sensor-24,sensor,0.62166,3.00903,1306.984196,0.176156,1.58,0.819098,0.185742,0.2622,0.00493
router-20,router,1.024588,40.916218,52064.31399,2.09693,11.28,0.635508,0.346465,0.127247,0.028552
nvr-06,nvr,1.103492,17.75016,53817.029874,1.515454,6.37,0.667435,0.332064,0.156492,0.010738
access-ctrl-05,access_controller,0.721909,10.638916,12973.903657,0.786032,4.44,0.753732,0.209597,0.234638,0.012069
thermostat-04,thermostat,0.868538,6.525591,5280.623839,0.398968,0.67,0.703036,0.277912,0.222034,0.018136
plug-14,smart_plug,0.352474,4.005467,1407.204501,0.09841,1.76,0.508339,0.490289,0.357118,0.012502
cam-004,camera,1.25943,60.262672,89021.624811,2.248975,9.69,0.569299,0.409371,0.084566,0.026897
sensor-24,sensor,0.625226,5.63577,1391.731137,0.078748,1.43,0.913461,0.043149,0.293925,0.010451
router-17,router,0.982269,43.356476,53178.114904,1.644985,8.11,0.610035,0.349377,0.117782,0.023341
nvr-04,nvr,0.942021,18.083593,57154.332831,1.464759,3.59,0.723002,0.252408,0.212135,0.014418
access-ctrl-03,access_controller,0.773823,10.577678,14281.876487,0.592888,3.6,0.903915,0.099851,0.251588,0.010072
thermostat-09,thermostat,0.737937,5.276207,5469.31683,0.421418,2.03,0.669592,0.282095,0.205317,0.015669
plug-19,smart_plug,0.455227,1.971241,746.542646,0.128326,0.59,0.446202,0.539085,0.348246,0.013811
cam-002,camera,1.236173,43.470732,77657.964753,2.465402,15.12,0.672009,0.294212,0.110617,0.034679
sensor-24,sensor,0.485017,3.581197,1054.739124,0.237998,0.66,0.847567,0.134011,0.328403,0.003505
router-14,router,0.800533,32.722465,38359.039783,2.285392,10.5,0.669976,0.333197,0.154006,0.014916
nvr-07,nvr,0.963642,30.152376,48235.9214,1.218549,3.29,0.8377,0.180021,0.155993,0.018155
access-ctrl-02,access_controller,0.556568,10.282172,10351.408632,0.525421,0.53,0.796454,0.140001,0.226252,0.012457
thermostat-13,thermostat,0.709094,5.952587,4471.318017,0.383324,4.41,0.744511,0.252369,0.217096,0.014307
plug-31,smart_plug,0.414896,2.430249,1255.707899,0.107636,0.87,0.525935,0.508997,0.319761,0.007241
cam-007,camera,1.189679,53.000708,88015.367245,2.35248,13.3,0.600475,0.346755,0.0902,0.02791
sensor-24,sensor,0.583216,4.552628,1624.581157,0.116562,1.19,0.793797,0.191508,0.257527,0.004795
router-02,router,1.062131,37.04195,53404.79076,1.606687,9.03,0.670796,0.293844,0.135259,0.021919
nvr-03,nvr,1.104389,20.251882,57621.896732,1.345562,2.3,0.700275,0.327791,0.171725,0.015379
access-ctrl-04,access_controller,0.723221,8.546927,12809.766077,0.642427,4.07,0.753537,0.232177,0.221819,0.010431
thermostat-09,thermostat,0.811641,7.305214,4502.983,0.367054,2.96,0.702675,0.282396,0.230425,0.017452
plug-31,smart_plug,0.370905,3.264501,1616.399238,0.139219,2.24,0.442327,0.579011,0.345453,0.013295
cam-004,camera,1.394296,49.633239,79754.046378,2.45634,9.38,0.545187,0.415192,0.076304,0.041019
sensor-24,sensor,0.534626,3.190548,1224.875009,0.212272,3.17,0.850607,0.155098,0.328239,0.00529
router-08,router,0.762684,42.939175,68893.23157,1.766444,10.22,0.648634,0.387537,0.128455,0.017793
nvr-01,nvr,1.029601,21.479711,59715.18913,1.303432,6.06,0.724528,0.245283,0.191578,0.019885
access-ctrl-02,access_controller,0.679636,10.919239,12477.753535,0.779494,2.48,0.870188,0.122399,0.264764,0.008046
thermostat-04,thermostat,0.835713,7.865154,5454.83861,0.308289,4.75,0.656386,0.308428,0.22936,0.020669
plug-19,smart_plug,0.470908,2.84577,1324.098822,0.152642,2.01,0.436468,0.498661,0.303992,0.0149
cam-005,camera,1.102651,63.440627,93915.583039,2.365943,12.79,0.61887,0.36141,0.08844,0.030242
sensor-12,sensor,0.451326,4.777851,1563.719671,0.256154,3.35,0.845315,0.121451,0.237609,0.004396
router-14,router,0.997893,36.750799,47742.958,2.200522,10.27,0.598706,0.376888,0.126427,0.028983
nvr-06,nvr,1.185707,22.85001,45314.057158,1.356131,4.08,0.773025,0.212341,0.205911,0.014377
access-ctrl-06,access_controller,0.56404,10.901696,10154.282192,0.479721,1.58,0.80232,0.149247,0.241747,0.00695
thermostat-13,thermostat,0.751968,4.874889,5894.264272,0.47608,5.27,0.757281,0.244943,0.209695,0.017968
plug-25,smart_plug,0.417986,3.361202,1811.63435,0.112341,0.15,0.474636,0.470618,0.317753,0.009725
cam-002,camera,1.454096,44.636755,96917.775559,1.790223,12.89,0.681828,0.313291,0.108703,0.029307
sensor-07,sensor,0.476732,3.618503,1552.243852,0.219883,4.21,0.767603,0.189765,0.30215,0.009663
router-20,router,0.781264,37.60465,70737.491142,1.816603,8.96,0.630342,0.346544,0.138504,0.028811
nvr-06,nvr,0.924876,16.534752,47514.791875,1.614359,5.55,0.710732,0.273724,0.168439,0.013402
access-ctrl-04,access_controller,0.71729,9.663313,9784.501537,0.598509,3.34,0.873766,0.116286,0.229152,0.012398
thermostat-20,thermostat,0.728424,5.308006,3994.921837,0.483883,0.82,0.738419,0.226734,0.208715,0.014845
plug-29,smart_plug,0.486955,2.36584,1425.364574,0.049573,1.7,0.575156,0.454397,0.357886,0.011242
